Marca temporal,¿En qué departamento vives actualmente?,Qué edad tienes,¿Cuál es tu sexo?,¿Cuál es tu grado de instrucción?,¿Cuántos años de experiencia tienes en Desarrollo Web?,¿Cuál es tu situación laboral actual?,¿Estás en planilla?,¿Emites recibos por honorarios u otro comprobante de pago?,¿Estás en planilla?,¿Emites recibos por honorarios u otro comprobante de pago?,En tu trabajo actual ¿Tu función principal es desarrollo web?,¿Cuál es tu ingreso mensual bruto (antes de descuentos) en soles?,"Si comparas tu sueldo bruto actual con tu sueldo bruto hace doce meses, dirías que:",¿Qué sistema operativo usas principalmente para desarrollo web?,¿Qué herramientas para desarrolladores (developer tools) de tu navegador utilizas?,¿Cuantos años de experiencia tienes con...? [.NET],¿Cuantos años de experiencia tienes con...? [Go],¿Cuantos años de experiencia tienes con...? [Java],¿Cuantos años de experiencia tienes con...? [Node.js],¿Cuantos años de experiencia tienes con...? [PHP],¿Cuantos años de experiencia tienes con...? [Python],¿Cuantos años de experiencia tienes con...? [Ruby],¿Qué frameworks backend cononces?,¿Qué frameworks de JavaScript conoces?,¿Con qué pre/post procesadores has trabajado?,¿Con qué herramientas de automatizacion has trabajado?,¿Con qué bases de datos relacionales has trabajado?,¿Con qué bases de datos no relacionales has trabajado?,¿Con qué plataformas Cloud has trabajado?,¿A través de qué medios aprendes sobre desarrollo web?,¿Para qué sistemas operativos móviles has desarrollado aplicaciones?,Si desarrollas webapps móviles ¿Qué frameworks has utilizado para su desarrollo?
2018/01/11 4:47:09 p. m. GMT-5,Lima,31 - 40 años,Hombre,Graduado de universidad,De 4 a 6 años,No trabajo actualmente,,,,,,,Ha disminuido,GNU/Linux,Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode,No conozco,No conozco,Menos de 1 año,Menos de 1 año,No conozco,No conozco,No conozco,,jQuery;AngularJS,Pug,WebPack,MySQL,MongoDB,Amazon Web Services,"Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago",Webapps móviles (híbridas para cualquier plataforma),Apache Cordova;Phonegap
2018/01/11 5:01:56 p. m. GMT-5,Lima,31 - 40 años,Prefiero no decirlo,Estudiantes de instituto,De 1 a 3 años,Trabajo como dependiente,,,Sí,,Sí,De 2501 a 3500 soles,Es igual,GNU/Linux,Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory,No conozco,No conozco,Menos de 1 año,Menos de 1 año,De 1 a 3 años,No conozco,No conozco,Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Flask (Python),jQuery;jQuery UI;React,SASS,Gulp;WebPack,MySQL,MongoDB;Redis,Amazon Web Services,"Documentación en la web;Libros, revistas y otras publicaciones impresas",Android,Ionic Framework
2018/01/11 5:12:21 p. m. GMT-5,Lima,17 - 23 años,Hombre,Estudiantes de instituto,De 1 a 3 años,Trabajo como dependiente,,,Sí,,Sí,Menos de 1500 soles,Es igual,Microsoft Windows,Depurador de JavaScript / Debugger,De 1 a 3 años,No conozco,De 1 a 3 años,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,CodeIgniter (PHP);Spring Boot (Java),AngularJS,,,MySQL;Microsoft SQL Server;Oracle Database,MongoDB,,"Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;En la universidad o instituto;Comunidades locales de desarrollo;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars",Android,
2018/01/11 5:13:33 p. m. GMT-5,Lima,24 - 30 años,Hombre,Graduado de instituto,De 1 a 3 años,Trabajo como independiente,,,,No,Sí,De 1501 a 2500 soles,Es igual,Microsoft Windows,Inspector / Elements / DOM Explorer;Depurador de JavaScript / Debugger,Menos de 1 año,No conozco,Menos de 1 año,No conozco,De 1 a 3 años,Menos de 1 año,No conozco,CakePHP,jQuery;jQuery UI,SASS,Gulp,MySQL;Microsoft SQL Server,,Amazon Web Services,"Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Seminarios Web / Webinars",,
2018/01/11 6:22:03 p. m. GMT-5,Lima,31 - 40 años,Hombre,Graduado de universidad,Mayor a 10 años,Trabajo como dependiente e independiente,Sí,Sí,,,No,De 5501 a más,Es igual,Mac,Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory,De 1 a 3 años,No conozco,De 1 a 3 años,De 1 a 3 años,Más de 6 años,De 1 a 3 años,De 1 a 3 años,Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Flask (Python);Sinatra (Ruby);CherrPy,jQuery;jQuery UI;AngularJS;React;D3.js;Dojo;Zepto.js;Vue.js;Sencha,SASS;LESS;Stylus,Grunt;Gulp;WebPack,MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database;Tornado,MongoDB;Redis;Apache Cassandra,Amazon Web Services;Google Cloud Platform;Microsoft Azure,"Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos de educación continua (fuera de planes de estudio superior)",Webapps móviles (híbridas para cualquier plataforma),Apache Cordova;Phonegap;Reac Native
2018/01/11 7:31:25 p. m. GMT-5,Puno,31 - 40 años,Hombre,Graduado de instituto,Menos de 1 año,Trabajo como independiente,,,,Sí,No,Menos de 1500 soles,Ha aumentado,GNU/Linux,Consola,Menos de 1 año,No conozco,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,No conozco,CodeIgniter (PHP);Django (Python),jQuery;Framework7,LESS,Grunt,MySQL;Microsoft SQL Server,MongoDB,Google Cloud Platform;IBM Cloud,"Documentación en la web;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo;Seminarios Web / Webinars",Android,Ionic Framework;NativeScript
2018/01/11 11:02:34 p. m. GMT-5,Arequipa,24 - 30 años,Mujer,Graduado de universidad,De 1 a 3 años,No trabajo actualmente,,,,,,,Ha disminuido,Microsoft Windows,Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory,No conozco,No conozco,De 1 a 3 años,Menos de 1 año,De 1 a 3 años,De 1 a 3 años,De 1 a 3 años,Laravel (PHP);Django (Python);Ruby on Rails;Spring Boot (Java);Flask (Python);Sinatra (Ruby);Webpy (Python),jQuery;jQuery UI;AngularJS;Dojo;Sencha;Kendo,SASS;LESS;CoffeeScript,Grunt;Brocoli,MySQL;PostgreSQL,MongoDB;Redis,Amazon Web Services;IBM Cloud,"Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Seminarios Web / Webinars",iOS,Apache Cordova;NativeScript
2018/01/11 11:29:28 p. m. GMT-5,Tumbes,24 - 30 años,Hombre,Estudiante de universidad,De 1 a 3 años,No trabajo actualmente,,,,,,,Ha disminuido,Microsoft Windows,Inspector / Elements / DOM Explorer;Consola;Rendimiento / Timeline / Performance;Inspector de memoria / Profiles / Memory,No conozco,Menos de 1 año,De 4 a 6 años,De 1 a 3 años,De 4 a 6 años,Menos de 1 año,Menos de 1 año,Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Spring Boot (Java),jQuery;jQuery UI;AngularJS;Backbone.js,SASS;LESS,Grunt,MySQL;Microsoft SQL Server;Oracle Database,MongoDB,Una nube privada (implementación a medida);Google Cloud Platform,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Libros, revistas y otras publicaciones impresas;En la universidad o instituto;Cursos de educación continua (fuera de planes de estudio superior)",Android;Webapps móviles (híbridas para cualquier plataforma),Ionic Framework;Apache Cordova
2018/01/12 5:59:12 a. m. GMT-5,Lima,Mayor de 50 años,Hombre,Graduado de universidad,Mayor a 10 años,Trabajo como dependiente,,,Sí,,No,De 1501 a 2500 soles,Es igual,Microsoft Windows,Editor de estilos / Sources / Resources,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,No conozco,No conozco,,,,,MySQL;Microsoft SQL Server,,Una nube privada (implementación a medida);IBM Cloud,"Documentación en la web;Libros, revistas y otras publicaciones impresas",,
2018/01/12 10:04:00 a. m. GMT-5,Lima,41 - 50 años,Hombre,Graduado de instituto,Mayor a 10 años,Trabajo como dependiente e independiente,Sí,No,,,Sí,De 4501 a 5500 soles,Ha aumentado,GNU/Linux,Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode,No conozco,Menos de 1 año,De 1 a 3 años,Menos de 1 año,Más de 6 años,Menos de 1 año,Menos de 1 año,CodeIgniter (PHP);https://github.com/marcomilon/micro,jQuery,LESS,Grunt,MySQL,MongoDB,Amazon Web Services,Documentación en la web;Cursos en línea de plataformas de pago,Webapps móviles (híbridas para cualquier plataforma),Phonegap
2018/01/12 11:34:50 a. m. GMT-5,Lima,41 - 50 años,Hombre,Estudiante de universidad,Mayor a 10 años,Trabajo como dependiente,,,Sí,,Sí,De 5501 a más,Es igual,Mac,Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode,No conozco,De 4 a 6 años,Más de 6 años,No conozco,Menos de 1 año,Menos de 1 año,No conozco,Laravel (PHP);Django (Python);Spring Boot (Java);Flask (Python);Gin Gonic ,AngularJS,,Grunt;Gulp,MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database;Google DataStore / Cloud Firestore,MongoDB;Google DataStore / Cloud Firestore,Amazon Web Services;Una nube privada (implementación a medida);Google Cloud Platform,Documentación en la web;Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Comunidades locales de desarrollo,,
2018/01/12 11:55:58 a. m. GMT-5,Puno,31 - 40 años,Hombre,Graduado de universidad,De 4 a 6 años,Trabajo como independiente,,,,No,Sí,Menos de 1500 soles,Ha disminuido,Microsoft Windows,Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources,No conozco,No conozco,De 1 a 3 años,Menos de 1 año,De 1 a 3 años,Menos de 1 año,No conozco,Django (Python);Ruby on Rails;Symfony (PHP),jQuery;Backbone.js;Framework7,PostCSS,WebPack,MySQL,MongoDB,Google Cloud Platform,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",Android,Apache Cordova
2018/01/12 12:41:40 p. m. GMT-5,Lima,31 - 40 años,Hombre,Graduado de instituto,De 4 a 6 años,Trabajo como independiente,,,,Sí,Sí,De 1501 a 2500 soles,Es igual,GNU/Linux,Depurador de JavaScript / Debugger;Inspector de almacenamiento / Resources / Storage,Menos de 1 año,No conozco,No conozco,No conozco,De 1 a 3 años,No conozco,No conozco,Laravel (PHP);CodeIgniter (PHP),jQuery;jQuery UI,SASS;LESS;Stylus,,MySQL,,Amazon Web Services,Documentación en la web,,
2018/01/12 1:50:19 p. m. GMT-5,Lima,31 - 40 años,Hombre,Graduado de instituto,Mayor a 10 años,Trabajo como dependiente e independiente,No,Sí,,,Sí,De 1501 a 2500 soles,Ha aumentado,Microsoft Windows,Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory,No conozco,No conozco,No conozco,De 1 a 3 años,Más de 6 años,De 1 a 3 años,De 1 a 3 años,CodeIgniter (PHP);Symfony (PHP),jQuery;jQuery UI,SASS;LESS,WebPack,MySQL,MongoDB,Amazon Web Services,"Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Libros, revistas y otras publicaciones impresas;Seminarios Web / Webinars",Android,Phonegap
2018/01/12 3:46:47 p. m. GMT-5,Lima,24 - 30 años,Hombre,Graduado de universidad,De 4 a 6 años,Trabajo como dependiente,,,Sí,,No,De 5501 a más,Es igual,Microsoft Windows,Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources,Menos de 1 año,No conozco,De 4 a 6 años,No conozco,Menos de 1 año,No conozco,No conozco,Spring Boot (Java),jQuery;jQuery UI;AngularJS;Dojo,,,MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database,,,Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars,Android,
2018/01/12 3:54:56 p. m. GMT-5,La Libertad,24 - 30 años,Hombre,Estudiantes de instituto,De 4 a 6 años,Trabajo como independiente,,,,Sí,Sí,Menos de 1500 soles,Ha aumentado,Microsoft Windows,Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Inspector de almacenamiento / Resources / Storage,Menos de 1 año,No conozco,Menos de 1 año,No conozco,De 4 a 6 años,No conozco,No conozco,Laravel (PHP);CodeIgniter (PHP);Django (Python);Zend Framework;Symfony (PHP),jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;Vue.js,SASS;LESS,Grunt;Gulp,MySQL;Microsoft SQL Server,,,"Documentación en la web;Libros, revistas y otras publicaciones impresas;Cursos de educación continua (fuera de planes de estudio superior)",Android;Webapps móviles (híbridas para cualquier plataforma),
2018/01/12 4:45:06 p. m. GMT-5,Áncash,24 - 30 años,Hombre,Graduado de instituto,De 1 a 3 años,Trabajo como independiente,,,,Sí,No,Menos de 1500 soles,Ha disminuido,GNU/Linux,Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources,Menos de 1 año,No conozco,De 1 a 3 años,No conozco,De 1 a 3 años,No conozco,No conozco,Laravel (PHP),jQuery,Stylus,,MySQL;Microsoft SQL Server,,Una nube privada (implementación a medida),"Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En la universidad o instituto;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars",,
2018/01/12 5:11:16 p. m. GMT-5,Lima,31 - 40 años,Hombre,Graduado de universidad,De 6 a 10 años,Trabajo como dependiente e independiente,Sí,Sí,,,No,De 5501 a más,Ha aumentado,Microsoft Windows,Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources,Más de 6 años,No conozco,De 4 a 6 años,No conozco,No conozco,No conozco,No conozco,Play Framework (Java);Spring Boot (Java),jQuery,,,Microsoft SQL Server,,Una nube privada (implementación a medida),Documentación en la web;En la universidad o instituto;Cursos de educación continua (fuera de planes de estudio superior),Android;Webapps móviles (híbridas para cualquier plataforma),
2018/01/12 5:20:41 p. m. GMT-5,Callao,31 - 40 años,Hombre,Graduado de instituto,De 6 a 10 años,Trabajo como dependiente e independiente,Sí,No,,,No,De 1501 a 2500 soles,Es igual,GNU/Linux,Consola,Menos de 1 año,No conozco,De 1 a 3 años,Menos de 1 año,De 4 a 6 años,Menos de 1 año,No conozco,Laravel (PHP);CodeIgniter (PHP),jQuery;jQuery UI,,,MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database,MongoDB,Amazon Web Services;Google Cloud Platform,Documentación en la web;Comunidades locales de desarrollo,Android,NativeScript
2018/01/12 5:58:18 p. m. GMT-5,Lima,31 - 40 años,Hombre,Graduado de universidad,De 6 a 10 años,Trabajo como dependiente,,,Sí,,Sí,De 2501 a 3500 soles,Es igual,Mac,Inspector / Elements / DOM Explorer;Consola,Menos de 1 año,De 1 a 3 años,Menos de 1 año,Menos de 1 año,Más de 6 años,Menos de 1 año,Menos de 1 año,Laravel (PHP);CodeIgniter (PHP);Ruby on Rails;Zend Framework;Symfony (PHP),jQuery;jQuery UI;React,SASS;Stylus,WebPack,MySQL;Microsoft SQL Server;PostgreSQL,MongoDB;DynamoDB,Amazon Web Services,"Documentación en la web;Cursos en línea de plataformas de pago;Libros, revistas y otras publicaciones impresas",iOS,Reac Native
2018/01/12 10:01:00 p. m. GMT-5,Lima,24 - 30 años,Hombre,Estudiante de universidad,De 4 a 6 años,Trabajo como independiente,,,,Sí,Sí,De 3501 a 4500 soles,Ha aumentado,Microsoft Windows,Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory,De 1 a 3 años,No conozco,De 1 a 3 años,De 1 a 3 años,De 1 a 3 años,De 1 a 3 años,De 1 a 3 años,Laravel (PHP);Django (Python);Ruby on Rails;Spring Boot (Java),AngularJS;React;Vue.js,LESS,Gulp,MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database,MongoDB,Amazon Web Services,"Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;En la universidad o instituto;Comunidades locales de desarrollo;Seminarios Web / Webinars",Android;iOS,Ionic Framework;Reac Native;NativeScript
2018/01/12 11:21:57 p. m. GMT-5,Tacna,17 - 23 años,Hombre,Graduado de universidad,De 1 a 3 años,Trabajo como dependiente e independiente,No,No,,,Sí,Menos de 1500 soles,Ha aumentado,Microsoft Windows,Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources,Menos de 1 año,No conozco,No conozco,De 1 a 3 años,De 1 a 3 años,De 1 a 3 años,No conozco,Laravel (PHP);Django (Python);Express (Node.js),jQuery;AngularJS,Stylus,Gulp,MySQL;Microsoft SQL Server;PostgreSQL,MongoDB,Microsoft Azure,Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars,,
2018/01/13 1:22:52 a. m. GMT-5,Lambayeque,24 - 30 años,Hombre,Graduado de universidad,Menos de 1 año,Trabajo como dependiente,,,Sí,,Sí,Menos de 1500 soles,Es igual,Microsoft Windows,Consola,Menos de 1 año,No conozco,Menos de 1 año,No conozco,De 1 a 3 años,No conozco,No conozco,Laravel (PHP),jQuery,,,MySQL;Microsoft SQL Server;PostgreSQL,,Microsoft Azure,Documentación en la web;Cursos en línea de plataformas de pago;En la universidad o instituto;Comunidades locales de desarrollo;Seminarios Web / Webinars,Android;Webapps móviles (híbridas para cualquier plataforma),Apache Cordova;Phonegap
2018/01/13 12:03:25 p. m. GMT-5,Lima,31 - 40 años,Hombre,Graduado de instituto,De 1 a 3 años,Trabajo como dependiente,,,No,,Sí,De 1501 a 2500 soles,Es igual,GNU/Linux,Depurador de JavaScript / Debugger,No conozco,No conozco,No conozco,No conozco,De 1 a 3 años,No conozco,No conozco,Zend Framework,jQuery;jQuery UI,,,MySQL;PostgreSQL,,Una nube privada (implementación a medida),"Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars",,
2018/01/13 4:24:42 p. m. GMT-5,Lima,17 - 23 años,Hombre,Graduado de universidad,De 1 a 3 años,Trabajo como independiente,,,,No,Sí,Menos de 1500 soles,Ha aumentado,Microsoft Windows,Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Inspector de almacenamiento / Resources / Storage,De 1 a 3 años,No conozco,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,No conozco,Laravel (PHP);Django (Python);Spring Boot (Java),jQuery;jQuery UI;Vue.js,LESS;Stylus,Gulp,MySQL;Microsoft SQL Server,MongoDB,,En la universidad o instituto,Android,Ionic Framework
2018/01/13 7:09:29 p. m. GMT-5,Lima,24 - 30 años,Hombre,Graduado de universidad,De 1 a 3 años,Trabajo como dependiente e independiente,Sí,Sí,,,Sí,Menos de 1500 soles,Ha aumentado,Mac,Consola,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,De 1 a 3 años,Menos de 1 año,Menos de 1 año,Laravel (PHP);CodeIgniter (PHP);Django (Python);Phalcon 3,jQuery;AngularJS;React;D3.js;Vue.js,SASS,WebPack,MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database,MongoDB;Apache Cassandra;CouchDB,Amazon Web Services;Google Cloud Platform;Microsoft Azure,"Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo;Seminarios Web / Webinars",Android;Webapps móviles (híbridas para cualquier plataforma);iOS,Ionic Framework;Reac Native
